ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
TGF-beta1	TGF-beta1	45/193	141/1764	1.04717203159974e-12	1.77736225903956e-11	5.60080631410388e-12	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-141/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-10b/hsa-mir-100/hsa-mir-184/hsa-mir-144/hsa-mir-200c/hsa-mir-200b/hsa-mir-193a/hsa-mir-192/hsa-mir-181b-1/hsa-mir-454/hsa-mir-204/hsa-mir-181b-2/hsa-mir-92b/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-203a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-33a/hsa-mir-590/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-19a/hsa-mir-135b/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-455/hsa-mir-656/hsa-mir-129-2/hsa-mir-202/hsa-mir-129-1/hsa-mir-7-2/hsa-mir-138-2	45
5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)	5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)	35/193	91/1764	1.14362363073827e-12	1.88998852658852e-11	5.95571309082536e-12	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-183/hsa-mir-145/hsa-mir-141/hsa-mir-200a/hsa-mir-210/hsa-mir-10b/hsa-mir-497/hsa-mir-200c/hsa-mir-200b/hsa-mir-193a/hsa-mir-195/hsa-mir-335/hsa-mir-375/hsa-mir-342/hsa-mir-140/hsa-mir-155/hsa-mir-203a/hsa-mir-495/hsa-mir-143/hsa-mir-503/hsa-mir-433/hsa-mir-1247/hsa-mir-188/hsa-mir-432/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-149/hsa-mir-129-2/hsa-mir-129-1	35
Diabetes Mellitus	Diabetes Mellitus	31/193	74/1764	1.7888173174196e-12	2.88045455215258e-11	9.07685980229106e-12	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-429/hsa-mir-200a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-130b/hsa-mir-375/hsa-mir-204/hsa-mir-342/hsa-mir-155/hsa-mir-495/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503/hsa-mir-326/hsa-mir-19a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-149/hsa-mir-7-2	31
Carcinoma, Esophageal	Carcinoma, Esophageal	29/193	66/1764	2.33939482303925e-12	3.67284987217161e-11	1.15738480718784e-11	hsa-mir-21/hsa-mir-96/hsa-mir-183/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-200a/hsa-mir-451a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-144/hsa-mir-200c/hsa-mir-193a/hsa-mir-192/hsa-mir-375/hsa-mir-204/hsa-mir-93/hsa-mir-140/hsa-mir-203a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-203b/hsa-mir-143/hsa-mir-503/hsa-mir-483/hsa-mir-205/hsa-mir-106a/hsa-mir-20b/hsa-mir-138-2	29
Leukemia, Myeloid, Acute	Leukemia, Myeloid, Acute	40/193	119/1764	3.78163287590774e-12	5.79235474651234e-11	1.82528108002736e-11	hsa-mir-21/hsa-mir-96/hsa-mir-378a/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-378c/hsa-mir-210/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-193a/hsa-mir-335/hsa-mir-551b/hsa-mir-142/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-301b/hsa-mir-203b/hsa-mir-377/hsa-mir-7-1/hsa-mir-299/hsa-mir-7-3/hsa-mir-326/hsa-mir-19a/hsa-mir-215/hsa-mir-188/hsa-mir-18a/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-149/hsa-mir-519a-1/hsa-mir-224/hsa-mir-7-2	40
Carcinoma, Adrenocortical	Carcinoma, Adrenocortical	19/193	30/1764	4.44584175934976e-12	6.64759196398012e-11	2.09478258335277e-11	hsa-mir-139/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-100/hsa-mir-200b/hsa-mir-195/hsa-mir-335/hsa-mir-192/hsa-mir-375/hsa-mir-203a/hsa-mir-203b/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-483/hsa-mir-205/hsa-mir-376a-2/hsa-mir-7-2	19
Melanoma	Melanoma	42/193	132/1764	8.02762975244117e-12	1.17240732198443e-10	3.69447831936093e-11	hsa-mir-21/hsa-mir-183/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-378a/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-378c/hsa-mir-210/hsa-mir-10b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-33b/hsa-mir-148b/hsa-mir-142/hsa-mir-301a/hsa-mir-375/hsa-mir-204/hsa-mir-342/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-33a/hsa-mir-377/hsa-mir-493/hsa-mir-452/hsa-mir-143/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-455/hsa-mir-20b/hsa-mir-224	42
Cell Death	Cell Death	31/193	78/1764	9.70782735674728e-12	1.38557172273575e-10	4.36619986380021e-11	hsa-mir-21/hsa-mir-183/hsa-mir-145/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-10b/hsa-mir-184/hsa-mir-497/hsa-let-7c/hsa-mir-130b/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-376c/hsa-mir-19a/hsa-mir-18a/hsa-mir-494/hsa-mir-205/hsa-mir-129-2/hsa-mir-885/hsa-mir-129-1/hsa-mir-7-2	31
Cell Cycle	Cell Cycle	32/193	83/1764	1.14281062416157e-11	1.59485571549659e-10	5.02569350508481e-11	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-141/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-497/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-33b/hsa-mir-449a/hsa-mir-92b/hsa-mir-191/hsa-mir-140/hsa-mir-155/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503/hsa-mir-19a/hsa-mir-18a/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-138-2	32
Adenocarcinoma, Gastric	Adenocarcinoma, Gastric	21/193	38/1764	1.28420612084183e-11	1.75322053019276e-10	5.5247311377177e-11	hsa-mir-21/hsa-mir-96/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-let-7c/hsa-mir-193a/hsa-mir-93/hsa-mir-203a/hsa-mir-203b/hsa-mir-381/hsa-mir-299/hsa-mir-143/hsa-mir-483/hsa-mir-205/hsa-mir-106a/hsa-mir-455/hsa-mir-20b	21
Cell Proliferation	Cell Proliferation	31/193	80/1764	2.14830619071061e-11	2.87050273992822e-10	9.04549975036048e-11	hsa-mir-21/hsa-mir-145/hsa-mir-429/hsa-mir-378a/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-378c/hsa-mir-210/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-449a/hsa-mir-92b/hsa-mir-93/hsa-mir-140/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-379/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-503/hsa-mir-433/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-224/hsa-mir-129-1	31
Cardiomyopathy, Hypertrophic	Cardiomyopathy, Hypertrophic	25/193	55/1764	3.60314705020419e-11	4.71411739068382e-10	1.48550799438243e-10	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-99a/hsa-mir-10b/hsa-mir-184/hsa-mir-497/hsa-mir-195/hsa-mir-192/hsa-mir-181b-1/hsa-mir-204/hsa-mir-181b-2/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-19a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a	25
tumor necrosis factor alpha (TNF-α) 	tumor necrosis factor alpha (TNF-α) 	32/193	87/1764	5.06290803891789e-11	6.48221848509313e-10	2.04267025678429e-10	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-196a-1/hsa-mir-196a-2/hsa-let-7c/hsa-mir-200b/hsa-mir-193a/hsa-mir-142/hsa-mir-181b-1/hsa-mir-375/hsa-mir-187/hsa-mir-204/hsa-mir-181b-2/hsa-mir-140/hsa-mir-155/hsa-mir-495/hsa-mir-33a/hsa-mir-105-1/hsa-mir-503/hsa-mir-19a/hsa-mir-215/hsa-mir-106a/hsa-mir-149/hsa-mir-20b/hsa-mir-224/hsa-mir-138-2	32
IL-1β	IL-1β	37/193	112/1764	5.16100197857733e-11	6.48221848509313e-10	2.04267025678429e-10	hsa-mir-21/hsa-mir-183/hsa-mir-145/hsa-mir-141/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-mir-497/hsa-mir-33b/hsa-mir-142/hsa-mir-187/hsa-mir-449a/hsa-mir-204/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-203a/hsa-mir-495/hsa-mir-590/hsa-mir-377/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-1277/hsa-mir-376c/hsa-mir-675/hsa-mir-411/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-106a/hsa-mir-455/hsa-mir-149/hsa-mir-202/hsa-mir-7-2/hsa-mir-138-2	37
Preeclampsia	Preeclampsia	29/193	74/1764	7.49314155515136e-11	9.22684881693147e-10	2.90755544348494e-10	hsa-mir-21/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-1301/hsa-mir-195/hsa-mir-335/hsa-mir-142/hsa-mir-301a/hsa-mir-204/hsa-mir-342/hsa-mir-92b/hsa-mir-93/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-495/hsa-mir-203b/hsa-mir-188/hsa-mir-135b/hsa-mir-18a/hsa-mir-411/hsa-mir-205/hsa-mir-106a/hsa-mir-149/hsa-mir-202/hsa-mir-885/hsa-mir-224	29
Endometriosis	Endometriosis	21/193	41/1764	8.90895829315541e-11	1.05562751096257e-09	3.32648293766279e-10	hsa-mir-183/hsa-mir-145/hsa-mir-141/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-99a/hsa-mir-10b/hsa-mir-100/hsa-mir-365b/hsa-mir-365a/hsa-mir-200b/hsa-mir-195/hsa-mir-142/hsa-mir-191/hsa-mir-143/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-556/hsa-mir-202	21
kidney.cortex_renalis	kidney.cortex_renalis	21/193	41/1764	8.90895829315541e-11	1.05562751096257e-09	3.32648293766279e-10	hsa-mir-96/hsa-mir-183/hsa-mir-429/hsa-mir-141/hsa-mir-182/hsa-mir-200a/hsa-mir-337/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-551b/hsa-mir-495/hsa-mir-377/hsa-mir-493/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-376c/hsa-mir-654/hsa-mir-376a-2/hsa-mir-3651/hsa-mir-7-2	21
Regulation of Stem Cell	Regulation of Stem Cell	29/193	78/1764	3.41095676201817e-10	3.9668163824952e-09	1.25001924222108e-09	hsa-mir-21/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-182/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-210/hsa-mir-144/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-142/hsa-mir-192/hsa-mir-93/hsa-mir-155/hsa-mir-203a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-203b/hsa-mir-143/hsa-mir-135b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-106a	29
Epithelial-to-Mesenchymal Transition	Epithelial-to-Mesenchymal Transition	30/193	83/1764	3.68174851363698e-10	4.20388739375277e-09	1.32472482404546e-09	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-200a/hsa-mir-451a/hsa-mir-210/hsa-mir-100/hsa-mir-184/hsa-mir-144/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-192/hsa-mir-375/hsa-mir-665/hsa-mir-191/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-590/hsa-mir-143/hsa-mir-215/hsa-mir-675/hsa-mir-18a/hsa-mir-205/hsa-mir-129-2/hsa-mir-129-1	30
propofol (PPF)	propofol (PPF)	22/193	48/1764	4.95869956732369e-10	5.56082737192728e-09	1.75232240349033e-09	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-451a/hsa-mir-10b/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-195/hsa-mir-204/hsa-mir-665/hsa-mir-140/hsa-mir-155/hsa-mir-495/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-326/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-20b/hsa-mir-1284	22
Heart Failure	Heart Failure	37/193	120/1764	5.10843758855507e-10	5.62824351861856e-09	1.77356651273934e-09	hsa-mir-139/hsa-mir-21/hsa-mir-145/hsa-mir-429/hsa-mir-378a/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-378c/hsa-mir-210/hsa-mir-10b/hsa-mir-365b/hsa-mir-365a/hsa-mir-497/hsa-let-7c/hsa-mir-195/hsa-mir-130b/hsa-mir-142/hsa-mir-192/hsa-mir-375/hsa-mir-204/hsa-mir-342/hsa-mir-665/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-33a/hsa-mir-377/hsa-mir-105-1/hsa-mir-299/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-494/hsa-mir-205/hsa-mir-129-2/hsa-mir-129-1	37
gemcitabine (GEM)	gemcitabine (GEM)	31/193	89/1764	5.34180219067704e-10	5.78388237197445e-09	1.82261127377002e-09	hsa-mir-139/hsa-mir-21/hsa-mir-183/hsa-mir-210/hsa-mir-337/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-335/hsa-mir-142/hsa-mir-301a/hsa-mir-181b-1/hsa-mir-187/hsa-mir-204/hsa-mir-342/hsa-mir-181b-2/hsa-mir-155/hsa-mir-133a-1/hsa-mir-33a/hsa-mir-7-1/hsa-mir-299/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-326/hsa-mir-345/hsa-mir-483/hsa-mir-205/hsa-mir-149/hsa-mir-129-2/hsa-mir-202/hsa-mir-7-2	31
Alzheimer's Disease	Alzheimer's Disease	33/193	100/1764	7.05549602981901e-10	7.50991780801075e-09	2.3665178476467e-09	hsa-mir-139/hsa-mir-21/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-100/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-33b/hsa-mir-511/hsa-mir-148b/hsa-mir-142/hsa-mir-301a/hsa-mir-181b-1/hsa-mir-375/hsa-mir-342/hsa-mir-181b-2/hsa-mir-93/hsa-mir-191/hsa-mir-155/hsa-mir-33a/hsa-mir-937/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-188/hsa-mir-483/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-885/hsa-mir-7-2/hsa-mir-138-2	33
Docetaxel	Docetaxel	21/193	45/1764	8.38622252617284e-10	8.77757957739424e-09	2.76598216652718e-09	hsa-mir-21/hsa-mir-145/hsa-mir-141/hsa-mir-200a/hsa-mir-451a/hsa-mir-100/hsa-mir-200c/hsa-mir-200b/hsa-mir-193a/hsa-mir-195/hsa-mir-192/hsa-mir-181b-1/hsa-mir-375/hsa-mir-204/hsa-mir-181b-2/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-129-2/hsa-mir-129-1/hsa-mir-7-2/hsa-mir-138-2	21
Carcinoma, Nasopharyngeal	Carcinoma, Nasopharyngeal	35/193	113/1764	1.42849408530244e-09	1.47064636978678e-08	4.63428624740051e-09	hsa-mir-21/hsa-mir-183/hsa-mir-145/hsa-mir-378a/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-451a/hsa-mir-378c/hsa-mir-10b/hsa-mir-184/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-142/hsa-mir-449a/hsa-mir-204/hsa-mir-93/hsa-mir-155/hsa-mir-203a/hsa-mir-940/hsa-mir-203b/hsa-mir-143/hsa-mir-4501/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-18a/hsa-mir-483/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-138-2	35
Cholangiocarcinoma	Cholangiocarcinoma	18/193	35/1764	2.01576814508315e-09	2.04177805663261e-08	6.43403075170853e-09	hsa-mir-21/hsa-mir-96/hsa-mir-429/hsa-mir-141/hsa-mir-200a/hsa-mir-144/hsa-mir-200c/hsa-mir-200b/hsa-mir-192/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-483/hsa-mir-205/hsa-mir-106a/hsa-mir-224	18
Atherosclerosis	Atherosclerosis	31/193	95/1764	3.44725278189419e-09	3.43630912226913e-08	1.0828463207955e-08	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-182/hsa-mir-378c/hsa-mir-210/hsa-mir-99a/hsa-mir-10b/hsa-mir-100/hsa-mir-365b/hsa-mir-365a/hsa-mir-144/hsa-mir-497/hsa-mir-33b/hsa-mir-142/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-495/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-33a/hsa-mir-143/hsa-mir-503/hsa-mir-433/hsa-mir-19a/hsa-mir-135b/hsa-mir-432/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	31
Carcinoma, Thyroid	Carcinoma, Thyroid	18/193	36/1764	3.64727767924487e-09	3.55224760475259e-08	1.11938074035113e-08	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-200a/hsa-mir-144/hsa-mir-551b/hsa-mir-142/hsa-mir-204/hsa-mir-155/hsa-mir-7-1/hsa-mir-584/hsa-mir-7-3/hsa-mir-639/hsa-mir-205/hsa-mir-149/hsa-mir-7-2/hsa-mir-618	18
Carcinoma, Rectal	Carcinoma, Rectal	21/193	48/1764	3.67668939982354e-09	3.55224760475259e-08	1.11938074035113e-08	hsa-mir-139/hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-183/hsa-mir-145/hsa-mir-141/hsa-mir-125b-2/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-193a/hsa-mir-195/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-92b/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-143/hsa-mir-135b/hsa-mir-18a	21
Apoptosis	Apoptosis	33/193	106/1764	3.94657093721563e-09	3.69917395309167e-08	1.16568002544625e-08	hsa-mir-21/hsa-mir-96/hsa-mir-145/hsa-mir-182/hsa-mir-210/hsa-mir-144/hsa-mir-497/hsa-let-7c/hsa-mir-193a/hsa-mir-195/hsa-mir-551b/hsa-mir-449a/hsa-mir-204/hsa-mir-155/hsa-mir-203a/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-940/hsa-mir-203b/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-326/hsa-mir-19a/hsa-mir-605/hsa-mir-18a/hsa-mir-494/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2/hsa-mir-138-2	33
Ovarian Neoplasms	Ovarian Neoplasms	33/193	106/1764	3.94657093721563e-09	3.69917395309167e-08	1.16568002544625e-08	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-183/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-99a/hsa-mir-100/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-335/hsa-mir-92b/hsa-mir-93/hsa-mir-191/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-376c/hsa-mir-19a/hsa-mir-215/hsa-mir-135b/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-224	33
Immune Response	Immune Response	30/193	92/1764	6.53412439661808e-09	6.03445606040611e-08	1.90157180582693e-08	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-100/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-200c/hsa-mir-200b/hsa-mir-192/hsa-mir-181b-1/hsa-mir-342/hsa-mir-181b-2/hsa-mir-93/hsa-mir-140/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-590/hsa-mir-105-1/hsa-mir-143/hsa-mir-147b/hsa-mir-326/hsa-mir-19a/hsa-mir-18a/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	30
Colon Neoplasms	Colon Neoplasms	27/193	77/1764	6.80811021915242e-09	6.19636698206916e-08	1.95259301479886e-08	hsa-mir-21/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-141/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-365b/hsa-mir-365a/hsa-let-7c/hsa-mir-200b/hsa-mir-32/hsa-mir-142/hsa-mir-192/hsa-mir-449a/hsa-mir-191/hsa-mir-140/hsa-mir-155/hsa-mir-584/hsa-mir-143/hsa-mir-19a/hsa-mir-135b/hsa-mir-18a/hsa-mir-615/hsa-mir-205/hsa-mir-106a	27
Wound Healing	Wound Healing	14/193	23/1764	7.57937035622221e-09	6.79977797672507e-08	2.14273928867635e-08	hsa-mir-21/hsa-mir-145/hsa-mir-378a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-184/hsa-mir-142/hsa-mir-155/hsa-mir-203a/hsa-mir-203b/hsa-mir-147b/hsa-mir-18a/hsa-mir-205	14
Early-Stage Breast Carcinoma	Early-Stage Breast Carcinoma	12/193	17/1764	8.07988219977964e-09	7.14671270628397e-08	2.25206501639522e-08	hsa-mir-139/hsa-mir-145/hsa-mir-365b/hsa-mir-365a/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-143/hsa-mir-19a/hsa-mir-18a	12
arsenite	arsenite	22/193	55/1764	1.17314656483604e-08	1.02324450377366e-07	3.22443792674233e-08	hsa-mir-21/hsa-mir-145/hsa-mir-141/hsa-mir-182/hsa-mir-200a/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-33b/hsa-mir-301a/hsa-mir-181b-1/hsa-mir-181b-2/hsa-mir-191/hsa-mir-155/hsa-mir-143/hsa-mir-379/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-205/hsa-mir-455/hsa-mir-138-2	22
cigarette smoke (CS)	cigarette smoke (CS)	14/193	24/1764	1.64533670070133e-08	1.41544033978142e-07	4.46032155345135e-08	hsa-mir-21/hsa-mir-145/hsa-mir-196a-1/hsa-mir-196a-2/hsa-mir-195/hsa-mir-449a/hsa-mir-93/hsa-mir-191/hsa-mir-155/hsa-mir-133a-1/hsa-mir-133a-2/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3	14
Carcinoma, Thyroid, Papillary	Carcinoma, Thyroid, Papillary	22/193	56/1764	1.74889392247981e-08	1.48419646394232e-07	4.67698516964728e-08	hsa-mir-21/hsa-mir-96/hsa-mir-183/hsa-mir-182/hsa-mir-451a/hsa-mir-99a/hsa-mir-144/hsa-mir-130b/hsa-mir-192/hsa-mir-181b-1/hsa-mir-375/hsa-mir-204/hsa-mir-181b-2/hsa-mir-140/hsa-mir-155/hsa-mir-7-1/hsa-mir-7-3/hsa-mir-135b/hsa-mir-9-1/hsa-mir-9-2/hsa-mir-9-3/hsa-mir-7-2	22
H2O2	H2O2	35/193	123/1764	1.80166817323708e-08	1.50859681705718e-07	4.75387532026064e-08	hsa-mir-21/hsa-mir-96/hsa-mir-486-1/hsa-mir-486-2/hsa-mir-145/hsa-mir-429/hsa-mir-141/hsa-mir-182/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-let-7c/hsa-mir-200c/hsa-mir-200b/hsa-mir-195/hsa-mir-335/hsa-mir-192/hsa-mir-93/hsa-mir-155/hsa-mir-33a/hsa-mir-590/hsa-mir-493/hsa-mir-7-1/hsa-mir-143/hsa-mir-7-3/hsa-mir-1-2/hsa-mir-1-1/hsa-mir-326/hsa-mir-1247/hsa-mir-345/hsa-mir-675/hsa-mir-3200/hsa-mir-205/hsa-mir-455/hsa-mir-7-2	35
paraquat (PQ)	paraquat (PQ)	23/193	61/1764	2.04224803201465e-08	1.68754179487526e-07	5.31776495870851e-08	hsa-mir-145/hsa-mir-200a/hsa-mir-125b-1/hsa-mir-125b-2/hsa-mir-210/hsa-mir-99a/hsa-mir-100/hsa-mir-497/hsa-mir-195/hsa-mir-142/hsa-mir-375/hsa-mir-342/hsa-mir-140/hsa-mir-155/hsa-mir-7-1/hsa-mir-299/hsa-mir-143/hsa-mir-7-3/hsa-mir-483/hsa-mir-494/hsa-mir-376a-2/hsa-mir-224/hsa-mir-7-2	23
